"player_id" "gsis_name" "first_name" "last_name" "team" "position" "birthdate" "college" "X"
"3611" "00-0028382" "T.Bellamy" "Travon" "Bellamy" "UNK" "UNK" "1/11/88" "Illinois" ""
"3612" "00-0028383" "B.Browning" "Bryant" "Browning" "UNK" "UNK" "6/26/88" "Ohio State" ""
"3613" "00-0029527" "L.Holmes" "Lamar" "Holmes" "UNK" "UNK" "7/8/89" "Southern Mississippi" ""
"3614" "00-0029526" "B.Hardin" "Brandon" "Hardin" "UNK" "UNK" "10/30/89" "Oregon State" ""
"3615" "00-0029525" "B.Taylor" "Brandon" "Taylor" "UNK" "UNK" "1/29/90" "LSU" ""
"3616" "00-0029524" "J.Allen" "Jeff" "Allen" "HOU" "OG" "1/8/90" "Illinois" ""
"3617" "00-0029522" "C.White" "Cody" "White" "UNK" "UNK" "7/1/88" "Illinois State" ""
"3618" "00-0029521" "T.Robertson" "Tracy" "Robertson" "UNK" "UNK" "9/26/89" "Baylor" ""
"3619" "00-0026890" "R.Kees" "Ryan" "Kees" "UNK" "UNK" "4/2/86" "St. Cloud State" ""
"3620" "00-0026891" "P.Douglass" "Parker" "Douglass" "UNK" "UNK" "6/25/85" "South Dakota State" ""
"3621" "00-0026896" "E.Gant" "Ed" "Gant" "UNK" "UNK" "1/24/87" "North Alabama" ""
"3622" "00-0026895" "A.DiMichele" "Adam" "DiMichele" "UNK" "UNK" "7/26/85" "Temple" ""
"3623" "00-0026898" "M.Sanchez" "Mark" "Sanchez" "DEN" "QB" "11/11/86" "USC" ""
"3624" "00-0026899" "S.Greene" "Shonn" "Greene" "UNK" "UNK" "8/21/85" "Iowa" ""
"3625" "00-0030014" "O.Hines" "Omarius" "Hines" "UNK" "UNK" "12/18/89" "Florida" ""
"3626" "00-0030011" "" "Jordan" "Devey" "KC" "OT" "1/11/88" "Memphis" ""
"3627" "00-0029520" "E.Pleasant" "Eddie" "Pleasant" "HOU" "DB" "12/17/88" "Oregon" ""
"3628" "00-0029529" "C.Sensabaugh" "Coty" "Sensabaugh" "UNK" "UNK" "11/15/88" "Clemson" ""
"3629" "00-0029528" "B.Massie" "Bobby" "Massie" "CHI" "T" "8/1/89" "Mississippi" ""
"3630" "00-0028656" "C.Spann" "Chad" "Spann" "UNK" "UNK" "8/4/88" "Northern Illinois" ""
"3631" "00-0032978" "" "Trey" "Caldwell" "CLE" "DB" "12/4/93" "Louisiana-Monroe" ""
"3632" "00-0028654" "K.Neal" "Kerry" "Neal" "UNK" "UNK" "8/30/88" "Notre Dame" ""
"3633" "00-0028655" "O.Ogbu" "Ollie" "Ogbu" "UNK" "UNK" "5/18/87" "Penn State" ""
"3634" "00-0028652" "L.Moore" "Larrone" "Moore" "UNK" "UNK" "10/4/87" "Delaware State" ""
"3635" "00-0028653" "A.Moten" "Adrian" "Moten" "UNK" "UNK" "4/22/88" "Maryland" ""
"3636" "00-0028650" "J.Lefeged" "Joe" "Young" "UNK" "UNK" "6/2/88" "Rutgers" ""
"3637" "00-0028651" "M.McNeill" "Mike" "McNeill" "UNK" "UNK" "3/7/88" "Nebraska" ""
"3638" "00-0028441" "J.Johnson" "Jeron" "Johnson" "KC" "DB" "6/12/88" "Boise State" ""
"3639" "00-0028659" "N.Williams" "Narada" "Williams" "UNK" "UNK" "5/17/86" "Fort Valley State" ""
"3640" "00-0030569" "S.Renfree" "Sean" "Renfree" "UNK" "UNK" "4/28/90" "Duke" ""
"3641" "00-0030568" "T.Wilson" "Tyler" "Wilson" "UNK" "UNK" "8/16/89" "Arkansas" ""
"3642" "00-0030565" "G.Smith" "Geno" "Smith" "NYJ" "QB" "10/10/90" "West Virginia" ""
"3643" "00-0030564" "D.Hopkins" "DeAndre" "Hopkins" "HOU" "WR" "6/6/92" "Clemson" ""
"3644" "00-0030562" "D.Trufant" "Desmond" "Trufant" "ATL" "CB" "9/10/90" "Washington" ""
"3645" "00-0025389" "C.Johnson" "Calvin" "Johnson" "UNK" "UNK" "9/29/85" "Georgia Tech" ""
"3646" "00-0025388" "J.Russell" "JaMarcus" "Russell" "UNK" "UNK" "8/9/85" "LSU" ""
"3647" "00-0029383" "C.Quarles" "Cyhl" "Quarles" "UNK" "UNK" "4/6/89" "Wake Forest" ""
"3648" "00-0029382" "N.Provo" "Nick" "Provo" "UNK" "UNK" "10/4/88" "Syracuse" ""
"3649" "00-0032976" "" "Spencer" "Drango" "CLE" "OG" "10/15/92" "Baylor" ""
"3650" "00-0029384" "B.Rainey" "Bobby" "Rainey" "NYG" "RB" "10/16/87" "Western Kentucky" ""
"3651" "00-0029389" "P.Bates" "Phil" "Bates" "UNK" "UNK" "9/20/89" "Ohio U." ""
"3652" "00-0029388" "D.Thompson" "Deonte" "Thompson" "CHI" "WR" "2/14/89" "Florida" ""
"3653" "00-0019276" "S.O'Hara" "Shaun" "O'Hara" "UNK" "UNK" "6/23/77" "Rutgers" ""
"3654" "00-0031788" "" "Matt" "Lengel" "CIN" "TE" "12/27/90" "Eastern Kentucky" ""
"3655" "00-0020406" "M.Gandy" "Mike" "Gandy" "UNK" "UNK" "1/3/79" "Notre Dame" ""
"3656" "00-0029951" "R.Otten" "Ryan" "Otten" "UNK" "UNK" "4/7/90" "San Jose State" ""
"3657" "00-0031862" "" "Taiwan" "Jones" "NYJ" "LB" "12/1/93" "Michigan State" ""
"3658" "00-0031866" "" "Jordan" "Williams" "MIA" "DE" "3/23/93" "Tennessee" ""
"3659" "00-0031865" "" "Davon" "Walls" "UNK" "UNK" "10/18/90" "Lincoln (MO)" ""
"3660" "00-0031864" "" "Wes" "Saxton" "NYJ" "TE" "8/13/93" "South Alabama" ""
"3661" "00-0005755" "J.Garcia" "Jeff" "Garcia" "UNK" "UNK" "2/24/70" "San Jose State" ""
"3662" "00-0022409" "J.Babineaux" "Jordan" "Babineaux" "UNK" "UNK" "8/31/82" "Southern Arkansas" ""
"3663" "00-0031780" "" "Micah" "Hatchie" "UNK" "UNK" "5/15/92" "Washington" ""
"3664" "00-0031787" "" "Jake" "Kumerow" "CIN" "WR" "2/17/92" "Wis.-Whitewater" ""
"3665" "00-0031785" "" "Troy" "Hill" "UNK" "UNK" "8/29/91" "Oregon" ""
"3666" "00-0026126" "D.Roach" "David" "Roach" "UNK" "UNK" "8/9/85" "Texas Christian" ""
"3667" "00-0026123" "E.Moore" "Evan" "Moore" "UNK" "UNK" "1/3/85" "Stanford" ""
"3668" "00-0026121" "L.Hamilton" "Lynell" "Hamilton" "UNK" "UNK" "8/5/85" "San Diego State" ""
"3669" "00-0027839" "K.Weston" "Kade" "Weston" "UNK" "UNK" "11/29/86" "Georgia" ""
"3670" "00-0027838" "B.Deaderick" "Brandon" "Deaderick" "BUF" "DE" "8/19/87" "Alabama" ""
"3671" "00-0019310" "R.Lindell" "Rian" "Lindell" "UNK" "UNK" "1/20/77" "Washington State" ""
"3672" "00-0027833" "D.Worthington" "Doug" "Worthington" "UNK" "UNK" "8/10/87" "Ohio State" ""
"3673" "00-0027832" "D.Howard" "David" "Howard" "UNK" "UNK" "8/31/87" "Brown" ""
"3674" "00-0027831" "K.Conner" "Kavell" "Conner" "UNK" "UNK" "2/23/87" "Clemson" ""
"3675" "00-0027830" "S.Canfield" "Sean" "Canfield" "UNK" "UNK" "11/12/86" "Oregon State" ""
"3676" "00-0027837" "R.Fisher" "Ray" "Fisher" "UNK" "UNK" "9/12/87" "Indiana" ""
"3677" "00-0027836" "J.Konz" "Jameson" "Konz" "UNK" "UNK" "7/2/86" "Kent State" ""
"3678" "00-0027835" "K.Coleman" "Kurt" "Coleman" "CAR" "FS" "4/1/88" "Ohio State" ""
"3679" "00-0026417" "J.Nading" "Jesse" "Nading" "UNK" "UNK" "7/3/85" "Colorado State" ""
"3680" "00-0005058" "A.Faneca" "Alan" "Faneca" "UNK" "UNK" "12/7/76" "LSU" ""
"3681" "00-0024418" "L.Ramsey" "LaJuan" "Ramsey" "UNK" "UNK" "3/19/84" "USC" ""
"3682" "00-0024410" "K.Golston" "Kedric" "Golston" "WAS" "DE" "5/30/83" "Georgia" ""
"3683" "00-0024413" "C.Johnson" "Charlie" "Johnson" "UNK" "UNK" "5/2/84" "Oklahoma State" ""
"3684" "00-0024414" "T.Reed" "Tyler" "Reed" "UNK" "UNK" "10/6/82" "Penn State" ""
"3685" "00-0023803" "R.Ortiz" "Robert" "Ortiz" "UNK" "UNK" "5/30/83" "San Diego State" ""
"3686" "00-0024417" "S.Koch" "Sam" "Koch" "BAL" "P" "8/13/82" "Nebraska" ""
"3687" "00-0030369" "E.Harper" "Eric" "Harper" "UNK" "UNK" "10/29/87" "Grambling State" ""
"3688" "00-0030368" "C.Casey" "Chance" "Casey" "UNK" "UNK" "3/11/91" "Baylor" ""
"3689" "00-0019863" "D.Rhodes" "Dominic" "Rhodes" "UNK" "UNK" "1/17/79" "Midwestern State" ""
"3690" "00-0030363" "G.Castillo" "Greg" "Castillo" "UNK" "UNK" "5/3/90" "Iowa" ""
"3691" "00-0022712" "V.Wilfork" "Vince" "Wilfork" "HOU" "NT" "11/4/81" "Miami (Fla.)" ""
"3692" "00-0022714" "K.Wilson" "Kris" "Wilson" "UNK" "UNK" "8/22/81" "Pittsburgh" ""
"3693" "00-0009173" "P.Kerney" "Patrick" "Kerney" "UNK" "UNK" "12/30/76" "Virginia" ""
"3694" "00-0021956" "A.Samuel" "Asante" "Samuel" "UNK" "UNK" "1/6/81" "Central Florida" ""
"3695" "00-0030106" "Chr. Jones" "Chris" "Jones" "MIA" "DT" "7/12/90" "Bowling Green State" ""
"3696" "00-0010609" "B.Maynard" "Brad" "Maynard" "UNK" "UNK" "2/9/74" "Ball State" ""
"3697" "00-0031269" "T.Carrie" "T.J." "Carrie" "OAK" "SS" "7/28/90" "Ohio U." ""
"3698" "00-0031268" "W.Powell" "Walt" "Powell" "BUF" "WR" "11/23/91" "Murray State" ""
"3699" "00-0031261" "" "Tre" "Boston" "CAR" "FS" "6/25/92" "North Carolina" ""
"3700" "00-0031265" "E.Stinson" "Ed" "Stinson" "ARI" "DE" "2/15/90" "Alabama" ""
"3701" "00-0030099" "" "William" "Campbell" "UNK" "UNK" "7/6/91" "Michigan" ""
"3702" "00-0030098" "D.Hopkins" "Dustin" "Hopkins" "WAS" "K" "10/1/90" "Florida State" ""
"3703" "00-0030095" "C.Fuller" "Corey" "Fuller" "DET" "WR" "6/23/90" "Virginia Tech" ""
"3704" "00-0030094" "E.Kush" "Eric" "Kush" "UNK" "UNK" "9/9/89" "California (PA)" ""
"3705" "00-0030097" "" "David" "Quessenberry" "UNK" "UNK" "8/24/90" "San Jose State" ""
"3706" "00-0030096" "V.Painter" "Vinston" "Painter" "WAS" "OG" "10/11/89" "Virginia Tech" ""
"3707" "00-0030091" "T.King" "Tavarres" "King" "NYG" "WR" "7/14/90" "Georgia" ""
"3708" "00-0030090" "M.Hyde" "Micah" "Hyde" "GB" "SS" "12/31/90" "Iowa" ""
"3709" "00-0030093" "J.Boyd" "Josh" "Boyd" "UNK" "UNK" "8/3/89" "Mississippi State" ""
"3710" "00-0030092" "S.Martin" "Sam" "Martin" "DET" "P" "2/27/90" "Appalachian State" ""
"3711" "00-0020245" "M.Vick" "Mike" "Vick" "UNK" "UNK" "6/26/80" "Virginia Tech" ""
"3712" "00-0014375" "J.Saturday" "Jeff" "Saturday" "UNK" "UNK" "6/18/75" "North Carolina" ""
"3713" "00-0010500" "D.Mason" "Derrick" "Mason" "UNK" "UNK" "1/17/74" "Michigan State" ""
"3714" "00-0031418" "A.Seferian-Jenkins" "Austin" "Seferian-Jenkins" "TB" "TE" "9/29/92" "Washington" ""
"3715" "00-0031419" "K.Fogg" "Kevin" "Fogg" "UNK" "UNK" "10/6/90" "Liberty" ""
"3716" "00-0031412" "S.Tuitt" "Stephon" "Tuitt" "PIT" "DE" "5/23/93" "Notre Dame" ""
"3717" "00-0031413" "B.Sankey" "Bishop" "Sankey" "TEN" "RB" "9/15/92" "Washington" ""
"3718" "00-0031410" "" "Xavier" "Su'a-Filo" "HOU" "G" "1/1/91" "UCLA" ""
"3719" "00-0031411" "" "Demarcus" "Lawrence" "DAL" "DE" "4/28/92" "Boise State" ""
"3720" "00-0031417" "" "Ja'Wuan" "James" "MIA" "T" "6/3/92" "Tennessee" ""
"3721" "00-0031414" "D.McDougle" "Dexter" "McDougle" "NYJ" "CB" "4/8/91" "Maryland" ""
"3722" "00-0031415" "J.Hall" "Jordan" "Hall" "UNK" "UNK" "7/2/91" "Ohio State" ""
"3723" "00-0032208" "" "Phillip" "Dorsett" "IND" "WR" "1/5/93" "Miami (Fla.)" ""
"3724" "00-0032209" "" "T.J." "Yeldon" "UNK" "UNK" "10/2/93" "Alabama" ""
"3725" "00-0032203" "" "Andrus" "Peat" "NO" "OG" "11/4/93" "Stanford" ""
"3726" "00-0032200" "" "Ty" "Montgomery" "GB" "WR" "1/22/93" "Stanford" ""
"3727" "00-0032201" "" "Ben" "Heeney" "OAK" "OLB" "5/13/92" "Kansas" ""
"3728" "00-0032204" "" "Chaz" "Green" "DAL" "OT" "4/8/92" "Florida" ""
"3729" "00-0032205" "" "Neiron" "Ball" "OAK" "OLB" "8/20/92" "Florida" ""
"3730" "00-0032801" "" "Daniel" "Braverman" "CHI" "WR" "9/28/93" "Western Michigan" ""
"3731" "00-0032802" "" "Steven" "Daniels" "WAS" "ILB" "12/12/92" "Boston College" ""
"3732" "00-0029895" "" "Ryan" "Jensen" "BAL" "OG" "5/27/91" "Colorado State-Pueblo" ""
"3733" "00-0029670" "M.Barron" "Mark" "Barron" "UNK" "UNK" "10/27/89" "Alabama" ""
"3734" "00-0028942" "D.Ihenacho" "Duke" "Ihenacho" "WAS" "SS" "6/16/89" "San Jose State" ""
"3735" "00-0028943" "S.Johnson" "Steven" "Johnson" "PIT" "LB" "3/28/88" "Kansas" ""
"3736" "00-0019484" "S.Morris" "Sammy" "Morris" "UNK" "UNK" "3/23/77" "Texas Tech" ""
"3737" "00-0032804" "" "Daniel" "Lasco" "NO" "RB" "10/9/92" "California" ""
"3738" "00-0032805" "" "Alex" "McCalister" "PHI" "DE" "10/17/93" "Florida" ""
"3739" "00-0032806" "" "Keith" "Marshall" "WAS" "RB" "2/16/94" "Georgia" ""
"3740" "00-0032807" "" "Clayton" "Fejedelem" "CIN" "SAF" "6/2/93" "Illinois" ""
"3741" "00-0032808" "" "Zac" "Brooks" "UNK" "UNK" "2/1/93" "Clemson" ""
"3742" "00-0032809" "" "Joe" "Walker" "PHI" "ILB" "12/11/92" "Oregon" ""
"3743" "00-0020653" "K.Pearson" "Kalvin" "Pearson" "UNK" "UNK" "10/22/78" "Grambling State" ""
"3744" "00-0031571" "" "Clayton" "Geathers" "IND" "SS" "6/1/92" "Central Florida" ""
"3745" "00-0031570" "" "Justin" "Hardy" "ATL" "WR" "12/18/91" "East Carolina" ""
"3746" "00-0031573" "" "Tre" "Jackson" "NE" "OG" "12/14/92" "Florida State" ""
"3747" "00-0031572" "" "T.J." "Clemmings" "MIN" "OT" "11/18/91" "Pittsburgh" ""
"3748" "00-0031577" "" "Javorius" "Allen" "BAL" "RB" "8/27/91" "USC" ""
"3749" "00-0031579" "" "Terry" "Poole" "SEA" "OT" "2/27/92" "San Diego State" ""
"3750" "00-0027536" "E.Reid" "E.J." "Reid" "UNK" "UNK" "9/14/86" "Mary" ""
"3751" "00-0027537" "A.Thompson" "Antoine" "Thompson" "UNK" "UNK" "10/3/87" "Nevada" ""
"3752" "00-0027532" "J.Ross" "Jay" "Ross" "UNK" "UNK" "10/3/87" "East Carolina" ""
"3753" "00-0027530" "R.Hamilton" "Ryan" "Hamilton" "UNK" "UNK" "2/16/87" "Vanderbilt" ""
"3754" "00-0027531" "C.Ivory" "Chris" "Ivory" "UNK" "UNK" "3/22/88" "Tiffin University" ""
"3755" "00-0026719" "M.Lucky" "Marlon" "Lucky" "UNK" "UNK" "2/28/86" "Nebraska" ""
"3756" "00-0026715" "G.Williams" "Garry" "Williams" "CHI" "T" "8/20/86" "Kentucky" ""
"3757" "00-0026714" "N.Sundberg" "Nick" "Sundberg" "WAS" "LS" "7/29/87" "California" ""
"3758" "00-0026716" "Q.Cosby" "Quan" "Cosby" "UNK" "UNK" "12/23/82" "Texas" ""
"3759" "00-0026711" "J.Lee" "Jamall" "Lee" "UNK" "UNK" "3/13/87" "Bishop" ""
"3760" "00-0026713" "A.Scirrotto" "Anthony" "Scirrotto" "UNK" "UNK" "10/21/86" "Penn State" ""
"3761" "00-0026712" "B.Miller" "Brit" "Miller" "UNK" "UNK" "9/15/86" "Illinois" ""
"3762" "00-0029260" "L.James" "LaMichael" "James" "UNK" "UNK" "10/22/89" "Oregon" ""
"3763" "00-0029261" "C.Hayward" "Casey" "Hayward" "SD" "DB" "9/9/89" "Vanderbilt" ""
"3764" "00-0029262" "R.Randle" "Rueben" "Randle" "UNK" "UNK" "5/7/91" "LSU" ""
"3765" "00-0029263" "R.Wilson" "Russell" "Wilson" "SEA" "QB" "11/29/88" "Wisconsin" ""
"3766" "00-0029264" "B.Pierce" "Bernard" "Pierce" "UNK" "UNK" "5/10/91" "Temple" ""
"3767" "00-0029265" "D.Bentley" "Dwight" "Bentley" "UNK" "UNK" "5/16/89" "Louisiana-Lafayette" ""
"3768" "00-0029266" "J.Hughes" "John" "Hughes" "CLE" "DE" "4/27/88" "Cincinnati" ""
"3769" "00-0029267" "J.Hosley" "Jayron" "Hosley" "UNK" "UNK" "9/18/90" "Virginia Tech" ""
"3770" "00-0029268" "G.Gradkowski" "Gino" "Gradkowski" "CAR" "C" "11/5/88" "Delaware" ""
"3771" "00-0029269" "T.Benjamin" "Travis" "Benjamin" "SD" "WR" "12/29/89" "Miami (Fla.)" ""
"3772" "00-0030958" "B.Malena" "Ben" "Malena" "UNK" "UNK" "5/29/92" "Texas A&M" ""
"3773" "00-0029678" "D.DeCastro" "David" "DeCastro" "PIT" "G" "1/11/90" "Stanford" ""
"3774" "00-0030810" "" "Micajah" "Reynolds" "UNK" "UNK" "1/24/90" "Michigan State" ""
"3775" "00-0030813" "L.Virgil" "Lawrence" "Virgil" "UNK" "UNK" "1/20/91" "Valdosta State" ""
"3776" "00-0030812" "C.Uzo-Diribe" "Chidera" "Uzo-Diribe" "UNK" "UNK" "5/30/92" "Colorado" ""
"3777" "00-0019213" "L.Paxton" "Lonie" "Paxton" "UNK" "UNK" "3/13/78" "Sacramento State" ""
"3778" "00-0027329" "J.Joseph" "Joe" "Joseph" "UNK" "UNK" "10/20/85" "Miami (Fla.)" ""
"3779" "00-0027328" "S.Johnson" "Stafon" "Johnson" "UNK" "UNK" "2/6/88" "USC" ""
"3780" "00-0030959" "C.Mandell" "Cody" "Mandell" "UNK" "UNK" "4/7/92" "Alabama" ""
"3781" "00-0025629" "K.Dawson" "Keyunta" "Dawson" "UNK" "UNK" "9/13/85" "Texas Tech" ""
"3782" "00-0025624" "A.Ball" "Alan" "Ball" "UNK" "UNK" "3/29/85" "Illinois" ""
"3783" "00-0025626" "C.Ah You" "C.J. Ah" "You" "UNK" "UNK" "7/7/82" "Oklahoma" ""
"3784" "00-0025627" "B.Siler" "Brandon" "Siler" "UNK" "UNK" "12/5/85" "Florida" ""
"3785" "00-0025620" "C.Williams" "Chandler" "Williams" "UNK" "UNK" "8/9/85" "Florida International" ""
"3786" "00-0025621" "S.Steptoe" "Syndric" "Steptoe" "UNK" "UNK" "12/6/84" "Arizona" ""
"3787" "00-0025622" "C.Stuckey" "Chansi" "Stuckey" "UNK" "UNK" "10/4/83" "Clemson" ""
"3788" "00-0022483" "J.Rader" "Jason" "Rader" "UNK" "UNK" "4/12/81" "Marshall" ""
"3789" "00-0022484" "J.Foschi" "J.P." "Foschi" "UNK" "UNK" "5/19/82" "Georgia Tech" ""
"3790" "00-0033038" "" "Eric" "Murray" "KC" "CB" "1/7/94" "Minnesota" ""
"3791" "00-0033039" "" "Christian" "Westerman" "CIN" "OG" "2/23/93" "Arizona State" ""
"3792" "00-0033037" "" "Adolphus" "Washington" "BUF" "DT" "11/24/92" "Ohio State" ""
"3793" "00-0033034" "" "Miles" "Shuler" "UNK" "UNK" "9/26/93" "Northwestern" ""
"3794" "00-0033035" "" "Jalen" "Simmons" "CAR" "RB" "4/1/92" "South Carolina State" ""
"3795" "00-0033032" "" "Braxton" "Deaver" "UNK" "UNK" "5/8/92" "Duke" ""
"3796" "00-0033033" "" "Jordan" "Rigsbee" "CAR" "OG" "3/5/93" "California" ""
"3797" "00-0033030" "" "Nila" "Kasitati" "WAS" "OG" "4/25/93" "Oklahoma" ""
"3798" "00-0033031" "" "Jared" "Barber" "UNK" "UNK" "10/20/92" "West Virginia" ""
"3799" "00-0031053" "J.Saunders" "Jalen" "Saunders" "UNK" "UNK" "9/30/92" "Oklahoma" ""
"3800" "00-0021297" "J.Hartwig" "Justin" "Hartwig" "UNK" "UNK" "11/21/78" "Kansas" ""
"3801" "00-0021296" "J.O'Sullivan" "J.T." "O'Sullivan" "UNK" "UNK" "8/25/79" "California-Davis" ""
"3802" "00-0028450" "V.Agnew" "Vince" "Agnew" "UNK" "UNK" "12/28/87" "Central Michigan" ""
"3803" "00-0029848" "N.Williams" "Nick" "Williams" "ATL" "WR" "11/23/90" "Connecticut" ""
"3804" "00-0027443" "H.Lawrence" "Hunter" "Lawrence" "UNK" "UNK" "6/28/88" "Texas" ""
"3805" "00-0027440" "S.Shields" "Sam" "Shields" "GB" "CB" "12/8/87" "Miami (Fla.)" ""
"3806" "00-0027441" "C.West" "Chastin" "West" "UNK" "UNK" "5/1/87" "Fresno State" ""
"3807" "00-0027998" "B.Harris" "Brandon" "Harris" "UNK" "UNK" "1/24/90" "Miami (Fla.)" ""
"3808" "00-0027999" "J.Mouton" "Jonas" "Mouton" "UNK" "UNK" "3/17/88" "Michigan" ""
"3809" "00-0012478" "T.Owens" "Terrell" "Owens" "UNK" "UNK" "12/7/73" "Tennessee-Chattanooga" ""
"3810" "00-0029756" "L.Mady" "Lamar" "Mady" "UNK" "UNK" "12/13/90" "Youngstown State" ""
"3811" "00-0030386" "W.Gholston" "William" "Gholston" "TB" "DE" "7/31/91" "Michigan State" ""
"3812" "00-0030380" "B.Mayowa" "Benson" "Mayowa" "DAL" "DE" "8/3/91" "Idaho" ""
"3813" "00-0030383" "D.Harmon" "Duron" "Harmon" "NE" "FS" "1/24/91" "Rutgers" ""
"3814" "00-0030382" "K.Minter" "Kevin" "Minter" "ARI" "MLB" "12/3/90" "LSU" ""
"3815" "00-0030389" "" "Tanner" "Hawkinson" "UNK" "UNK" "5/14/90" "Kansas" ""
"3816" "00-0027444" "D.Hardman" "Derek" "Hardman" "UNK" "UNK" "9/13/86" "Eastern Kentucky" ""
"3817" "00-0027445" "J.Mastrud" "Jeron" "Mastrud" "UNK" "UNK" "12/17/87" "Kansas State" ""
"3818" "00-0027994" "S.Vereen" "Shane" "Vereen" "NYG" "RB" "3/2/89" "California" ""
"3819" "00-0027995" "M.Leshoure" "Mikel" "Leshoure" "UNK" "UNK" "3/30/90" "Illinois" ""
"3820" "00-0027996" "T.Smith" "Torrey" "Smith" "SF" "WR" "1/26/89" "Maryland" ""
"3821" "00-0027997" "G.Little" "Greg" "Little" "UNK" "UNK" "5/30/89" "North Carolina" ""
"3822" "00-0027990" "Austin" "Marvin" "Austin" "UNK" "UNK" "1/10/89" "North Carolina" ""
"3823" "00-0027991" "S.Paea" "Stephen" "Paea" "UNK" "UNK" "5/11/88" "Oregon State" ""
"3824" "00-0027992" "J.Jarrett" "Jaiquawn" "Jarrett" "UNK" "UNK" "9/21/89" "Temple" ""
"3825" "00-0027993" "R.Hudson" "Rodney" "Hudson" "OAK" "C" "7/12/89" "Florida State" ""
"3826" "00-0023662" "M.Cassel" "Matt" "Cassel" "TEN" "QB" "5/17/82" "USC" ""
"3827" "00-0023663" "H.Abdullah" "Hamza" "Abdullah" "UNK" "UNK" "8/20/83" "Washington State" ""
"3828" "00-0028325" "K.McIlwain" "Kamaal" "McIlwain" "UNK" "UNK" "3/9/88" "Newberry" ""
"3829" "00-0025970" "C.Hanie" "Caleb" "Hanie" "UNK" "UNK" "9/11/85" "Colorado State" ""
"3830" "00-0025978" "E.Butler" "Ezra" "Butler" "UNK" "UNK" "11/20/84" "Nevada" ""
"3831" "00-0023757" "C.Reis" "Chris" "Reis" "UNK" "UNK" "9/19/83" "Georgia Tech" ""
"3832" "00-0019100" "B.Hoover" "Brad" "Hoover" "UNK" "UNK" "11/11/76" "Western Carolina" ""
"3833" "00-0023752" "D.Fells" "Daniel" "Fells" "UNK" "UNK" "9/23/83" "California-Davis" ""
"3834" "00-0023750" "M.Williams" "Mario" "Williams" "MIA" "DE" "1/31/85" "North Carolina State" ""
"3835" "00-0032788" "" "D.J." "White" "KC" "CB" "9/9/93" "Georgia Tech" ""
"3836" "00-0032787" "" "Cole" "Toner" "ARI" "OG" "3/13/94" "Harvard" ""
"3837" "00-0032786" "" "Marqui" "Christian" "ARI" "DB" "10/27/94" "Midwestern State" ""
"3838" "00-0032785" "" "Halapoulivaati" "Vaitai" "PHI" "OT" "6/16/93" "Texas Christian" ""
"3839" "00-0032784" "" "Kevin" "Hogan" "KC" "QB" "10/20/92" "Stanford" ""
"3840" "00-0032783" "" "LeShaun" "Sims" "TEN" "CB" "9/18/93" "Southern Utah" ""
"3841" "00-0032782" "" "Wendell" "Smallwood" "PHI" "RB" "1/20/94" "West Virginia" ""
"3842" "00-0032781" "" "Matthew" "Ioannidis" "WAS" "DT" "1/11/94" "Temple" ""
"3843" "00-0032780" "" "Jordan" "Howard" "CHI" "RB" "11/2/94" "Indiana" ""
"3844" "00-0027666" "M.Hardesty" "Montario" "Hardesty" "UNK" "UNK" "2/1/87" "Tennessee" ""
"3845" "00-0027195" "R.Bush" "Rafael" "Bush" "DET" "DB" "5/12/87" "South Carolina State" ""
"3846" "00-0031802" "" "Gavin" "Lutman" "UNK" "UNK" "3/27/91" "Pittsburg State" ""
"3847" "00-0031808" "" "Isiah" "Ferguson" "UNK" "UNK" "1/8/91" "Arkansas-Pine Bluff" ""
"3848" "00-0016577" "D.Townsend" "Deshea" "Townsend" "UNK" "UNK" "9/8/75" "Alabama" ""
"3849" "00-0021189" "R.Denney" "Ryan" "Denney" "UNK" "UNK" "6/15/77" "Brigham Young" ""
"3850" "00-0021181" "L.Walker" "Langston" "Walker" "UNK" "UNK" "9/3/79" "California" ""
"3851" "00-0021185" "M.Lewis" "Michael" "Lewis" "UNK" "UNK" "4/29/80" "Colorado" ""
"3852" "00-0021187" "J.McGraw" "Jon" "McGraw" "UNK" "UNK" "4/2/79" "Kansas State" ""
"3853" "00-0021186" "S.Brown" "Sheldon" "Brown" "UNK" "UNK" "3/19/79" "South Carolina" ""
"3854" "00-0024643" "T.Harris" "Tuff" "Harris" "UNK" "UNK" "1/23/83" "Montana" ""
"3855" "00-0024645" "O.Jones" "Onrea" "Jones" "UNK" "UNK" "12/22/83" "Hampton" ""
"3856" "00-0027664" "M.Neal" "Mike" "Neal" "UNK" "UNK" "6/26/87" "Purdue" ""
"3857" "00-0027665" "T.Cody" "Terrence" "Cody" "UNK" "UNK" "6/28/88" "Alabama" ""
"3858" "00-0027662" "C.Dunlap" "Carlos" "Dunlap" "CIN" "DE" "2/28/89" "Florida" ""
"3859" "00-0027663" "S.Lee" "Sean" "Lee" "DAL" "OLB" "7/22/86" "Penn State" ""
"3860" "00-0027660" "J.Arenas" "Javier" "Arenas" "UNK" "UNK" "10/28/87" "Alabama" ""
"3861" "00-0027661" "J.Cunningham" "Jermaine" "Cunningham" "UNK" "UNK" "4/24/88" "Florida" ""
"3862" "00-0027198" "B.Harvey" "Brandyn" "Harvey" "UNK" "UNK" "11/6/87" "Villanova" ""
